Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed
Brisbane-Canberra,Brisbane,Canberra,QantasLink,2015-12-01,123.0,119,4.0,104.0,103.0,15.0,16.0
Brisbane-Emerald,Brisbane,Emerald,QantasLink,2015-12-01,129.0,124,5.0,110.0,110.0,14.0,14.0
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,2015-12-01,202.0,195,7.0,178.0,180.0,17.0,15.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,QantasLink,2015-12-01,26.0,26,0.0,24.0,25.0,2.0,1.0
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2015-12-01,106.0,99,7.0,92.0,93.0,7.0,6.0
Brisbane-Moranbah,Brisbane,Moranbah,QantasLink,2015-12-01,104.0,96,8.0,87.0,88.0,9.0,8.0
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,2015-12-01,92.0,91,1.0,81.0,81.0,10.0,10.0
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2015-12-01,184.0,182,2.0,162.0,163.0,20.0,19.0
Broome-Perth,Broome,Perth,QantasLink,2015-12-01,62.0,62,0.0,57.0,56.0,5.0,6.0
Bundaberg-Brisbane,Bundaberg,Brisbane,QantasLink,2015-12-01,136.0,136,0.0,123.0,124.0,13.0,12.0
Cairns-Brisbane,Cairns,Brisbane,QantasLink,2015-12-01,4.0,4,0.0,4.0,4.0,0.0,0.0
Cairns-Townsville,Cairns,Townsville,QantasLink,2015-12-01,138.0,130,8.0,117.0,115.0,13.0,15.0
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2015-12-01,123.0,119,4.0,96.0,97.0,23.0,22.0
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2015-12-01,92.0,88,4.0,76.0,76.0,12.0,12.0
Canberra-Sydney,Canberra,Sydney,QantasLink,2015-12-01,422.0,401,21.0,353.0,361.0,48.0,40.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2015-12-01,155.0,151,4.0,121.0,123.0,30.0,28.0
Darwin-Alice Springs,Darwin,Alice Springs,QantasLink,2015-12-01,42.0,42,0.0,41.0,41.0,1.0,1.0
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2015-12-01,119.0,117,2.0,87.0,87.0,30.0,30.0
Emerald-Brisbane,Emerald,Brisbane,QantasLink,2015-12-01,129.0,124,5.0,110.0,109.0,14.0,15.0
Geraldton-Perth,Geraldton,Perth,QantasLink,2015-12-01,45.0,45,0.0,41.0,42.0,4.0,3.0
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,2015-12-01,200.0,190,10.0,170.0,171.0,20.0,19.0
Hamilton Island-Brisbane,Hamilton Island,Brisbane,QantasLink,2015-12-01,26.0,26,0.0,23.0,26.0,3.0,0.0
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2015-12-01,106.0,106,0.0,85.0,85.0,21.0,21.0
Hobart-Sydney,Hobart,Sydney,QantasLink,2015-12-01,38.0,36,2.0,31.0,29.0,5.0,7.0
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2015-12-01,69.0,68,1.0,64.0,65.0,4.0,3.0
Karratha-Perth,Karratha,Perth,QantasLink,2015-12-01,158.0,155,3.0,145.0,146.0,10.0,9.0
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2015-12-01,122.0,120,2.0,98.0,103.0,22.0,17.0
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2015-12-01,107.0,100,7.0,82.0,88.0,18.0,12.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2015-12-01,92.0,85,7.0,72.0,70.0,13.0,15.0
Melbourne-Hobart,Melbourne,Hobart,QantasLink,2015-12-01,106.0,106,0.0,79.0,78.0,27.0,28.0
Melbourne-Launceston,Melbourne,Launceston,QantasLink,2015-12-01,122.0,121,1.0,94.0,88.0,27.0,33.0
Melbourne-Mildura,Melbourne,Mildura,QantasLink,2015-12-01,95.0,92,3.0,76.0,78.0,16.0,14.0
Mildura-Melbourne,Mildura,Melbourne,QantasLink,2015-12-01,95.0,91,4.0,83.0,81.0,8.0,10.0
Moranbah-Brisbane,Moranbah,Brisbane,QantasLink,2015-12-01,99.0,90,9.0,80.0,80.0,10.0,10.0
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,2015-12-01,93.0,92,1.0,83.0,83.0,9.0,9.0
Newman-Perth,Newman,Perth,QantasLink,2015-12-01,72.0,70,2.0,66.0,66.0,4.0,4.0
Perth-Broome,Perth,Broome,QantasLink,2015-12-01,62.0,62,0.0,58.0,58.0,4.0,4.0
Perth-Geraldton,Perth,Geraldton,QantasLink,2015-12-01,45.0,45,0.0,42.0,42.0,3.0,3.0
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,2015-12-01,69.0,68,1.0,60.0,62.0,8.0,6.0
Perth-Karratha,Perth,Karratha,QantasLink,2015-12-01,157.0,155,2.0,145.0,141.0,10.0,14.0
Perth-Newman,Perth,Newman,QantasLink,2015-12-01,72.0,70,2.0,68.0,68.0,2.0,2.0
Perth-Port Hedland,Perth,Port Hedland,QantasLink,2015-12-01,69.0,68,1.0,65.0,62.0,3.0,6.0
Port Hedland-Perth,Port Hedland,Perth,QantasLink,2015-12-01,69.0,68,1.0,64.0,65.0,4.0,3.0
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,2015-12-01,120.0,120,0.0,107.0,106.0,13.0,14.0
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,2015-12-01,138.0,135,3.0,81.0,73.0,54.0,62.0
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,2015-12-01,185.0,183,2.0,153.0,157.0,30.0,26.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,2015-12-01,10.0,10,0.0,7.0,7.0,3.0,3.0
Sydney-Adelaide,Sydney,Adelaide,QantasLink,2015-12-01,25.0,23,2.0,20.0,18.0,3.0,5.0
Sydney-Albury,Sydney,Albury,QantasLink,2015-12-01,93.0,93,0.0,77.0,79.0,16.0,14.0
Sydney-Armidale,Sydney,Armidale,QantasLink,2015-12-01,134.0,132,2.0,102.0,97.0,30.0,35.0
Sydney-Canberra,Sydney,Canberra,QantasLink,2015-12-01,421.0,398,23.0,344.0,351.0,54.0,47.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,2015-12-01,154.0,150,4.0,115.0,118.0,35.0,32.0
Sydney-Dubbo,Sydney,Dubbo,QantasLink,2015-12-01,118.0,115,3.0,79.0,85.0,36.0,30.0
Sydney-Hobart,Sydney,Hobart,QantasLink,2015-12-01,38.0,37,1.0,35.0,33.0,2.0,4.0
Sydney-Port Macquarie,Sydney,Port Macquarie,QantasLink,2015-12-01,136.0,134,2.0,85.0,78.0,49.0,56.0
Sydney-Sunshine Coast,Sydney,Sunshine Coast,QantasLink,2015-12-01,10.0,10,0.0,8.0,8.0,2.0,2.0
Sydney-Tamworth,Sydney,Tamworth,QantasLink,2015-12-01,148.0,142,6.0,113.0,114.0,29.0,28.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,2015-12-01,112.0,111,1.0,90.0,93.0,21.0,18.0
Tamworth-Sydney,Tamworth,Sydney,QantasLink,2015-12-01,148.0,140,8.0,117.0,113.0,23.0,27.0
Townsville-Cairns,Townsville,Cairns,QantasLink,2015-12-01,138.0,130,8.0,115.0,119.0,15.0,11.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,2015-12-01,112.0,111,1.0,97.0,97.0,14.0,14.0
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Regional Express,2015-12-01,188.0,187,1.0,182.0,180.0,5.0,7.0
Albury-Sydney,Albury,Sydney,Regional Express,2015-12-01,81.0,80,1.0,76.0,77.0,4.0,3.0
Armidale-Sydney,Armidale,Sydney,Regional Express,2015-12-01,62.0,62,0.0,52.0,47.0,10.0,15.0
Ballina-Sydney,Ballina,Sydney,Regional Express,2015-12-01,16.0,15,1.0,11.0,12.0,4.0,3.0
Cairns-Townsville,Cairns,Townsville,Regional Express,2015-12-01,47.0,46,1.0,42.0,43.0,4.0,3.0
Dubbo-Sydney,Dubbo,Sydney,Regional Express,2015-12-01,123.0,123,0.0,109.0,102.0,14.0,21.0
Melbourne-Mildura,Melbourne,Mildura,Regional Express,2015-12-01,67.0,67,0.0,64.0,64.0,3.0,3.0
Mildura-Melbourne,Mildura,Melbourne,Regional Express,2015-12-01,68.0,68,0.0,64.0,63.0,4.0,5.0
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Regional Express,2015-12-01,189.0,188,1.0,182.0,179.0,6.0,9.0
Sydney-Albury,Sydney,Albury,Regional Express,2015-12-01,81.0,80,1.0,75.0,73.0,5.0,7.0
Sydney-Armidale,Sydney,Armidale,Regional Express,2015-12-01,61.0,61,0.0,52.0,50.0,9.0,11.0
Sydney-Ballina,Sydney,Ballina,Regional Express,2015-12-01,15.0,15,0.0,14.0,14.0,1.0,1.0
Sydney-Dubbo,Sydney,Dubbo,Regional Express,2015-12-01,120.0,120,0.0,111.0,112.0,9.0,8.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,2015-12-01,103.0,103,0.0,97.0,96.0,6.0,7.0
Townsville-Cairns,Townsville,Cairns,Regional Express,2015-12-01,47.0,47,0.0,41.0,41.0,6.0,6.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,2015-12-01,100.0,100,0.0,92.0,87.0,8.0,13.0
Adelaide-Brisbane,Adelaide,Brisbane,Tigerair Australia,2015-12-01,30.0,30,0.0,27.0,27.0,3.0,3.0
Adelaide-Melbourne,Adelaide,Melbourne,Tigerair Australia,2015-12-01,84.0,84,0.0,74.0,76.0,10.0,8.0
Adelaide-Sydney,Adelaide,Sydney,Tigerair Australia,2015-12-01,41.0,41,0.0,29.0,31.0,12.0,10.0
Brisbane-Adelaide,Brisbane,Adelaide,Tigerair Australia,2015-12-01,30.0,30,0.0,25.0,26.0,5.0,4.0
Brisbane-Cairns,Brisbane,Cairns,Tigerair Australia,2015-12-01,31.0,31,0.0,30.0,30.0,1.0,1.0
Brisbane-Darwin,Brisbane,Darwin,Tigerair Australia,2015-12-01,26.0,26,0.0,21.0,21.0,5.0,5.0
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2015-12-01,134.0,133,1.0,104.0,110.0,29.0,23.0
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2015-12-01,106.0,101,5.0,84.0,85.0,17.0,16.0
Cairns-Brisbane,Cairns,Brisbane,Tigerair Australia,2015-12-01,31.0,30,1.0,26.0,23.0,4.0,7.0
Cairns-Melbourne,Cairns,Melbourne,Tigerair Australia,2015-12-01,42.0,42,0.0,29.0,32.0,13.0,10.0
Cairns-Sydney,Cairns,Sydney,Tigerair Australia,2015-12-01,46.0,46,0.0,37.0,32.0,9.0,14.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Tigerair Australia,2015-12-01,12.0,12,0.0,12.0,11.0,0.0,1.0
Darwin-Brisbane,Darwin,Brisbane,Tigerair Australia,2015-12-01,26.0,25,1.0,18.0,20.0,7.0,5.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Tigerair Australia,2015-12-01,90.0,90,0.0,73.0,77.0,17.0,13.0
Gold Coast-Sydney,Gold Coast,Sydney,Tigerair Australia,2015-12-01,120.0,117,3.0,88.0,86.0,29.0,31.0
Hobart-Melbourne,Hobart,Melbourne,Tigerair Australia,2015-12-01,42.0,42,0.0,28.0,31.0,14.0,11.0
Melbourne-Adelaide,Melbourne,Adelaide,Tigerair Australia,2015-12-01,84.0,84,0.0,78.0,75.0,6.0,9.0
Melbourne-Brisbane,Melbourne,Brisbane,Tigerair Australia,2015-12-01,134.0,133,1.0,109.0,104.0,24.0,29.0
Melbourne-Cairns,Melbourne,Cairns,Tigerair Australia,2015-12-01,42.0,42,0.0,34.0,35.0,8.0,7.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Tigerair Australia,2015-12-01,90.0,90,0.0,82.0,82.0,8.0,8.0
Melbourne-Hobart,Melbourne,Hobart,Tigerair Australia,2015-12-01,42.0,42,0.0,33.0,33.0,9.0,9.0
Melbourne-Perth,Melbourne,Perth,Tigerair Australia,2015-12-01,62.0,62,0.0,51.0,54.0,11.0,8.0
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2015-12-01,248.0,246,2.0,195.0,197.0,51.0,49.0
Perth-Melbourne,Perth,Melbourne,Tigerair Australia,2015-12-01,61.0,61,0.0,54.0,54.0,7.0,7.0
Perth-Sydney,Perth,Sydney,Tigerair Australia,2015-12-01,31.0,31,0.0,30.0,30.0,1.0,1.0
Sydney-Adelaide,Sydney,Adelaide,Tigerair Australia,2015-12-01,41.0,41,0.0,30.0,30.0,11.0,11.0
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2015-12-01,106.0,101,5.0,90.0,85.0,11.0,16.0
Sydney-Cairns,Sydney,Cairns,Tigerair Australia,2015-12-01,46.0,46,0.0,41.0,40.0,5.0,6.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Tigerair Australia,2015-12-01,12.0,12,0.0,12.0,12.0,0.0,0.0
Sydney-Gold Coast,Sydney,Gold Coast,Tigerair Australia,2015-12-01,120.0,118,2.0,98.0,95.0,20.0,23.0
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2015-12-01,247.0,245,2.0,180.0,189.0,65.0,56.0
Sydney-Perth,Sydney,Perth,Tigerair Australia,2015-12-01,31.0,31,0.0,30.0,29.0,1.0,2.0
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,2015-12-01,14.0,14,0.0,11.0,11.0,3.0,3.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,2015-12-01,120.0,120,0.0,107.0,106.0,13.0,14.0
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,2015-12-01,27.0,27,0.0,25.0,25.0,2.0,2.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,2015-12-01,33.0,33,0.0,33.0,33.0,0.0,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,2015-12-01,283.0,280,3.0,260.0,261.0,20.0,19.0
Adelaide-Perth,Adelaide,Perth,Virgin Australia,2015-12-01,74.0,73,1.0,70.0,70.0,3.0,3.0
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,2015-12-01,173.0,173,0.0,166.0,163.0,7.0,10.0
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,2015-12-01,14.0,14,0.0,11.0,12.0,3.0,2.0
Alice Springs-Darwin,Alice Springs,Darwin,Virgin Australia,2015-12-01,14.0,14,0.0,12.0,11.0,2.0,3.0
Ayers Rock-Sydney,Ayers Rock,Sydney,Virgin Australia,2015-12-01,31.0,31,0.0,25.0,26.0,6.0,5.0
Ballina-Sydney,Ballina,Sydney,Virgin Australia,2015-12-01,32.0,32,0.0,28.0,30.0,4.0,2.0
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,2015-12-01,125.0,125,0.0,116.0,120.0,9.0,5.0
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,2015-12-01,138.0,138,0.0,128.0,127.0,10.0,11.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,2015-12-01,90.0,90,0.0,79.0,81.0,11.0,9.0
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,2015-12-01,32.0,32,0.0,28.0,26.0,4.0,6.0
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,2015-12-01,29.0,29,0.0,27.0,27.0,2.0,2.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,2015-12-01,31.0,31,0.0,28.0,26.0,3.0,5.0
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,2015-12-01,31.0,31,0.0,29.0,29.0,2.0,2.0
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,2015-12-01,150.0,150,0.0,133.0,134.0,17.0,16.0
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2015-12-01,385.0,378,7.0,339.0,328.0,39.0,50.0
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,2015-12-01,23.0,23,0.0,22.0,20.0,1.0,3.0
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,2015-12-01,85.0,85,0.0,79.0,80.0,6.0,5.0
Brisbane-Perth,Brisbane,Perth,Virgin Australia,2015-12-01,114.0,114,0.0,90.0,99.0,24.0,15.0
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,2015-12-01,54.0,53,1.0,49.0,47.0,4.0,6.0
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,2015-12-01,102.0,97,5.0,87.0,87.0,10.0,10.0
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2015-12-01,547.0,531,16.0,480.0,460.0,51.0,71.0
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,2015-12-01,147.0,146,1.0,128.0,127.0,18.0,19.0
Broome-Perth,Broome,Perth,Virgin Australia,2015-12-01,4.0,4,0.0,3.0,3.0,1.0,1.0
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,2015-12-01,138.0,138,0.0,131.0,129.0,7.0,9.0
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,2015-12-01,31.0,31,0.0,30.0,30.0,1.0,1.0
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2015-12-01,90.0,90,0.0,82.0,83.0,8.0,7.0
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2015-12-01,27.0,27,0.0,25.0,24.0,2.0,3.0
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2015-12-01,90.0,90,0.0,83.0,86.0,7.0,4.0
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2015-12-01,145.0,145,0.0,132.0,130.0,13.0,15.0
Canberra-Sydney,Canberra,Sydney,Virgin Australia,2015-12-01,32.0,31,1.0,26.0,27.0,5.0,4.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,2015-12-01,62.0,61,1.0,56.0,56.0,5.0,5.0
Darwin-Alice Springs,Darwin,Alice Springs,Virgin Australia,2015-12-01,14.0,14,0.0,14.0,13.0,0.0,1.0
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2015-12-01,32.0,32,0.0,29.0,25.0,3.0,7.0
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,2015-12-01,31.0,31,0.0,26.0,28.0,5.0,3.0
Darwin-Perth,Darwin,Perth,Virgin Australia,2015-12-01,31.0,31,0.0,31.0,30.0,0.0,1.0
Darwin-Sydney,Darwin,Sydney,Virgin Australia,2015-12-01,31.0,31,0.0,25.0,27.0,6.0,4.0
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,2015-12-01,28.0,28,0.0,25.0,25.0,3.0,3.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2015-12-01,33.0,33,0.0,31.0,32.0,2.0,1.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2015-12-01,193.0,192,1.0,172.0,175.0,20.0,17.0
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2015-12-01,270.0,267,3.0,228.0,226.0,39.0,41.0
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,2015-12-01,31.0,31,0.0,26.0,27.0,5.0,4.0
Hamilton Island-Melbourne,Hamilton Island,Melbourne,Virgin Australia,2015-12-01,21.0,21,0.0,19.0,18.0,2.0,3.0
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,2015-12-01,35.0,35,0.0,28.0,31.0,7.0,4.0
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,2015-12-01,31.0,31,0.0,26.0,28.0,5.0,3.0
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2015-12-01,144.0,142,2.0,130.0,126.0,12.0,16.0
Hobart-Sydney,Hobart,Sydney,Virgin Australia,2015-12-01,67.0,67,0.0,59.0,58.0,8.0,9.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,2015-12-01,33.0,33,0.0,33.0,32.0,0.0,1.0
Karratha-Perth,Karratha,Perth,Virgin Australia,2015-12-01,34.0,33,1.0,33.0,33.0,0.0,0.0
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2015-12-01,95.0,94,1.0,78.0,78.0,16.0,16.0
Launceston-Sydney,Launceston,Sydney,Virgin Australia,2015-12-01,33.0,33,0.0,31.0,31.0,2.0,2.0
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2015-12-01,150.0,149,1.0,137.0,135.0,12.0,14.0
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,2015-12-01,274.0,272,2.0,248.0,242.0,24.0,30.0
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,2015-12-01,382.0,373,9.0,342.0,334.0,31.0,39.0
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,2015-12-01,31.0,31,0.0,30.0,31.0,1.0,0.0
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,2015-12-01,145.0,145,0.0,133.0,132.0,12.0,13.0
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,2015-12-01,31.0,31,0.0,26.0,26.0,5.0,5.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,2015-12-01,193.0,193,0.0,171.0,162.0,22.0,31.0
Melbourne-Hamilton Island,Melbourne,Hamilton Island,Virgin Australia,2015-12-01,21.0,21,0.0,19.0,18.0,2.0,3.0
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,2015-12-01,144.0,142,2.0,128.0,128.0,14.0,14.0
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,2015-12-01,95.0,95,0.0,78.0,80.0,17.0,15.0
Melbourne-Mildura,Melbourne,Mildura,Virgin Australia,2015-12-01,31.0,31,0.0,26.0,25.0,5.0,6.0
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,2015-12-01,34.0,33,1.0,29.0,28.0,4.0,5.0
Melbourne-Perth,Melbourne,Perth,Virgin Australia,2015-12-01,151.0,151,0.0,125.0,129.0,26.0,22.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,2015-12-01,35.0,35,0.0,31.0,31.0,4.0,4.0
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2015-12-01,757.0,730,27.0,658.0,637.0,72.0,93.0
Mildura-Melbourne,Mildura,Melbourne,Virgin Australia,2015-12-01,31.0,31,0.0,24.0,24.0,7.0,7.0
Mount Isa-Brisbane,Mount Isa,Brisbane,Virgin Australia,2015-12-01,23.0,23,0.0,21.0,20.0,2.0,3.0
Newcastle-Brisbane,Newcastle,Brisbane,Virgin Australia,2015-12-01,85.0,85,0.0,78.0,78.0,7.0,7.0
Newcastle-Melbourne,Newcastle,Melbourne,Virgin Australia,2015-12-01,34.0,33,1.0,24.0,25.0,9.0,8.0
Newman-Perth,Newman,Perth,Virgin Australia,2015-12-01,22.0,21,1.0,19.0,20.0,2.0,1.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia,2015-12-01,80.0,79,1.0,71.0,67.0,8.0,12.0
Perth-Brisbane,Perth,Brisbane,Virgin Australia,2015-12-01,114.0,114,0.0,99.0,99.0,15.0,15.0
Perth-Broome,Perth,Broome,Virgin Australia,2015-12-01,4.0,4,0.0,4.0,3.0,0.0,1.0
Perth-Darwin,Perth,Darwin,Virgin Australia,2015-12-01,31.0,31,0.0,31.0,31.0,0.0,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia,2015-12-01,35.0,35,0.0,33.0,33.0,2.0,2.0
Perth-Karratha,Perth,Karratha,Virgin Australia,2015-12-01,34.0,33,1.0,32.0,32.0,1.0,1.0
Perth-Melbourne,Perth,Melbourne,Virgin Australia,2015-12-01,147.0,147,0.0,112.0,117.0,35.0,30.0
Perth-Newman,Perth,Newman,Virgin Australia,2015-12-01,22.0,21,1.0,19.0,19.0,2.0,2.0
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia,2015-12-01,43.0,43,0.0,41.0,42.0,2.0,1.0
Perth-Sydney,Perth,Sydney,Virgin Australia,2015-12-01,127.0,127,0.0,98.0,103.0,29.0,24.0
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia,2015-12-01,43.0,43,0.0,40.0,43.0,3.0,0.0
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,2015-12-01,54.0,53,1.0,47.0,47.0,6.0,6.0
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,2015-12-01,102.0,96,6.0,84.0,86.0,12.0,10.0
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Virgin Australia,2015-12-01,35.0,35,0.0,29.0,30.0,6.0,5.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Virgin Australia,2015-12-01,35.0,35,0.0,31.0,31.0,4.0,4.0
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,2015-12-01,172.0,171,1.0,157.0,157.0,14.0,14.0
Sydney-Ayers Rock,Sydney,Ayers Rock,Virgin Australia,2015-12-01,31.0,31,0.0,27.0,25.0,4.0,6.0
Sydney-Ballina,Sydney,Ballina,Virgin Australia,2015-12-01,32.0,32,0.0,29.0,28.0,3.0,4.0
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2015-12-01,553.0,537,16.0,470.0,449.0,67.0,88.0
Sydney-Cairns,Sydney,Cairns,Virgin Australia,2015-12-01,90.0,90,0.0,79.0,81.0,11.0,9.0
Sydney-Canberra,Sydney,Canberra,Virgin Australia,2015-12-01,30.0,29,1.0,23.0,28.0,6.0,1.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Virgin Australia,2015-12-01,62.0,61,1.0,55.0,56.0,6.0,5.0
Sydney-Darwin,Sydney,Darwin,Virgin Australia,2015-12-01,31.0,31,0.0,29.0,28.0,2.0,3.0
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,2015-12-01,270.0,267,3.0,240.0,234.0,27.0,33.0
Sydney-Hamilton Island,Sydney,Hamilton Island,Virgin Australia,2015-12-01,35.0,35,0.0,31.0,29.0,4.0,6.0
Sydney-Hobart,Sydney,Hobart,Virgin Australia,2015-12-01,67.0,67,0.0,63.0,62.0,4.0,5.0
Sydney-Launceston,Sydney,Launceston,Virgin Australia,2015-12-01,33.0,33,0.0,26.0,27.0,7.0,6.0
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2015-12-01,747.0,719,28.0,622.0,613.0,97.0,106.0
Sydney-Perth,Sydney,Perth,Virgin Australia,2015-12-01,127.0,127,0.0,104.0,111.0,23.0,16.0
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Virgin Australia,2015-12-01,35.0,35,0.0,32.0,32.0,3.0,3.0
Sydney-Townsville,Sydney,Townsville,Virgin Australia,2015-12-01,31.0,31,0.0,29.0,29.0,2.0,2.0
Townsville-Brisbane,Townsville,Brisbane,Virgin Australia,2015-12-01,147.0,146,1.0,129.0,136.0,17.0,10.0
Townsville-Sydney,Townsville,Sydney,Virgin Australia,2015-12-01,31.0,31,0.0,24.0,25.0,7.0,6.0
Albury-Sydney,Albury,Sydney,Virgin Australia Regional Airlines,2015-12-01,62.0,62,0.0,51.0,48.0,11.0,14.0
Brisbane-Bundaberg,Brisbane,Bundaberg,Virgin Australia Regional Airlines,2015-12-01,37.0,37,0.0,36.0,37.0,1.0,0.0
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia Regional Airlines,2015-12-01,72.0,71,1.0,57.0,57.0,14.0,14.0
